failureId,assetId,date,severity,downtimeMinutes,cause
FLR-00832,AST-0576,2025-04-14,4,140,Late Incoming Rake
FLR-00833,AST-0577,2024-12-19,5,118,Flooding / Waterlogging
FLR-00834,AST-0577,2024-01-20,4,165,Late Incoming Rake
FLR-00835,AST-0577,2025-06-05,8,100,Track Maintenance / PSR
FLR-00836,AST-0579,2026-02-09,5,115,Track Maintenance / PSR
FLR-00837,AST-0580,2024-04-01,4,138,Late Incoming Rake
FLR-00838,AST-0581,2024-03-06,2,114,Track Congestion
FLR-00839,AST-0581,2025-05-18,5,88,Loco / Engine Failure
FLR-00840,AST-0581,2024-03-24,5,157,Freight Priority
FLR-00841,AST-0583,2026-02-02,7,151,Late Incoming Rake
FLR-00842,AST-0583,2025-01-30,4,105,Late Incoming Rake
FLR-00843,AST-0583,2024-12-08,9,182,Track Congestion
FLR-00844,AST-0584,2025-05-08,7,132,Loco / Engine Failure
FLR-00845,AST-0584,2026-06-15,9,123,Flooding / Waterlogging
FLR-00846,AST-0584,2024-01-17,8,153,Fog / Low Visibility
FLR-00847,AST-0584,2024-04-25,6,137,Late Incoming Rake
FLR-00848,AST-0586,2024-11-04,5,139,Flooding / Waterlogging
FLR-00849,AST-0586,2025-08-31,8,140,Late Incoming Rake
FLR-00850,AST-0586,2025-08-25,5,59,Technical Inspection
FLR-00851,AST-0587,2024-07-26,8,107,Track Congestion
FLR-00852,AST-0587,2024-08-23,7,151,Flooding / Waterlogging
FLR-00853,AST-0588,2024-04-14,3,127,Late Incoming Rake
FLR-00854,AST-0588,2025-02-11,5,106,Crew Availability
FLR-00855,AST-0588,2024-03-25,9,76,Unscheduled Halt
FLR-00856,AST-0589,2024-07-21,5,140,Signal Failure
FLR-00857,AST-0589,2025-12-31,6,114,Track Maintenance / PSR
FLR-00858,AST-0589,2026-08-26,6,123,Flooding / Waterlogging
FLR-00859,AST-0590,2024-05-19,6,161,Track Maintenance / PSR
FLR-00860,AST-0590,2024-02-02,7,161,Late Incoming Rake
FLR-00861,AST-0590,2025-05-14,6,129,Flooding / Waterlogging
FLR-00862,AST-0592,2025-06-01,6,101,Track Congestion
FLR-00863,AST-0593,2025-11-01,5,119,Signal Failure
FLR-00864,AST-0593,2024-12-16,8,137,Station Congestion
FLR-00865,AST-0594,2026-07-26,6,137,Flooding / Waterlogging
FLR-00866,AST-0595,2025-02-19,6,175,Signal Failure
FLR-00867,AST-0595,2024-03-20,7,111,Crew Availability
FLR-00868,AST-0596,2023-09-05,6,162,Track Congestion
FLR-00869,AST-0597,2024-08-18,4,84,Track Maintenance / PSR
FLR-00870,AST-0597,2026-07-16,5,162,Flooding / Waterlogging
FLR-00871,AST-0597,2024-10-06,9,131,Signal Failure
FLR-00872,AST-0597,2025-05-02,7,130,Late Incoming Rake
FLR-00873,AST-0598,2025-10-06,4,147,Late Incoming Rake
FLR-00874,AST-0598,2023-09-12,9,95,Technical Inspection
FLR-00875,AST-0598,2025-12-03,6,117,Track Congestion
FLR-00876,AST-0598,2026-08-27,7,132,Unscheduled Halt
FLR-00877,AST-0600,2023-11-11,4,103,Flooding / Waterlogging
FLR-00878,AST-0603,2025-06-15,6,112,Track Maintenance / PSR
FLR-00879,AST-0604,2025-01-08,5,160,Track Maintenance / PSR
FLR-00880,AST-0604,2024-09-08,3,121,Track Congestion
FLR-00881,AST-0606,2026-05-14,4,125,Track Congestion
FLR-00882,AST-0606,2026-01-27,5,167,Track Maintenance / PSR
FLR-00883,AST-0607,2024-09-22,8,122,Flooding / Waterlogging
FLR-00884,AST-0607,2026-06-02,8,114,Flooding / Waterlogging
FLR-00885,AST-0608,2026-06-09,8,133,Unscheduled Halt
FLR-00886,AST-0608,2024-08-25,6,131,Track Congestion
FLR-00887,AST-0608,2024-07-21,6,171,Late Incoming Rake
FLR-00888,AST-0609,2025-01-26,7,91,Station Congestion
FLR-00889,AST-0609,2025-07-01,7,156,Late Incoming Rake
FLR-00890,AST-0609,2026-05-23,6,173,Track Maintenance / PSR
FLR-00891,AST-0609,2026-07-08,6,131,Track Congestion
FLR-00892,AST-0609,2024-10-23,5,185,Late Incoming Rake
FLR-00893,AST-0609,2023-09-08,7,106,Flooding / Waterlogging
FLR-00894,AST-0610,2026-06-15,6,99,Crew Availability
FLR-00895,AST-0610,2025-02-09,8,157,Flooding / Waterlogging
FLR-00896,AST-0610,2026-06-05,8,114,Track Maintenance / PSR
FLR-00897,AST-0610,2025-04-13,6,169,Station Congestion
FLR-00898,AST-0611,2024-08-11,3,165,Late Incoming Rake
FLR-00899,AST-0612,2025-06-18,7,132,Unscheduled Halt
FLR-00900,AST-0614,2024-11-14,5,99,Unscheduled Halt
FLR-00901,AST-0614,2024-10-27,8,162,Track Maintenance / PSR
FLR-00902,AST-0614,2024-05-11,3,152,Track Congestion
FLR-00903,AST-0614,2025-10-14,2,121,Passenger Emergency
FLR-00904,AST-0615,2023-09-27,7,153,Track Maintenance / PSR
FLR-00905,AST-0615,2024-04-26,8,98,Track Maintenance / PSR
FLR-00906,AST-0615,2025-01-27,6,150,Level Crossing Delay
FLR-00907,AST-0615,2025-04-23,8,157,Unscheduled Halt
FLR-00908,AST-0616,2025-02-10,9,103,Level Crossing Delay
FLR-00909,AST-0616,2024-05-27,4,169,Late Incoming Rake
FLR-00910,AST-0619,2025-02-14,9,128,Level Crossing Delay
FLR-00911,AST-0619,2025-02-18,7,157,Late Incoming Rake
FLR-00912,AST-0619,2023-09-08,8,155,Track Maintenance / PSR
FLR-00913,AST-0620,2025-06-21,8,132,Flooding / Waterlogging
FLR-00914,AST-0620,2025-07-27,4,57,Track Congestion
FLR-00915,AST-0620,2024-07-15,10,163,Passenger Emergency
FLR-00916,AST-0621,2025-06-06,3,113,Unscheduled Halt
FLR-00917,AST-0622,2024-02-18,4,83,Freight Priority
FLR-00918,AST-0622,2025-08-31,5,72,Unscheduled Halt
FLR-00919,AST-0622,2026-04-24,4,158,Freight Priority
FLR-00920,AST-0623,2024-07-15,6,149,Track Maintenance / PSR
FLR-00921,AST-0625,2023-10-01,7,139,Signal Failure
FLR-00922,AST-0625,2025-02-08,7,156,Unscheduled Halt
FLR-00923,AST-0625,2026-08-11,6,159,Flooding / Waterlogging
FLR-00924,AST-0626,2025-05-12,8,103,Late Incoming Rake
FLR-00925,AST-0626,2025-04-21,2,125,Flooding / Waterlogging
FLR-00926,AST-0626,2023-12-10,6,138,Unscheduled Halt
FLR-00927,AST-0627,2024-11-03,9,104,Track Congestion
FLR-00928,AST-0628,2026-03-13,6,123,Flooding / Waterlogging
FLR-00929,AST-0628,2026-01-09,6,104,Flooding / Waterlogging
FLR-00930,AST-0631,2024-11-06,10,92,Loco / Engine Failure
FLR-00931,AST-0631,2025-07-06,5,162,Flooding / Waterlogging
FLR-00932,AST-0631,2024-02-01,10,144,Late Incoming Rake
FLR-00933,AST-0632,2026-06-04,5,167,Station Congestion
FLR-00934,AST-0632,2026-02-25,4,112,Track Maintenance / PSR
FLR-00935,AST-0633,2024-06-23,5,155,Track Maintenance / PSR
FLR-00936,AST-0635,2023-12-02,5,99,Crew Availability
FLR-00937,AST-0636,2025-05-17,10,142,Late Incoming Rake
FLR-00938,AST-0636,2024-06-18,8,137,Track Congestion
FLR-00939,AST-0636,2025-02-10,7,115,Late Incoming Rake
FLR-00940,AST-0636,2026-07-20,7,118,Track Maintenance / PSR
FLR-00941,AST-0637,2025-05-05,7,46,Loco / Engine Failure
FLR-00942,AST-0639,2023-11-08,8,89,Flooding / Waterlogging
FLR-00943,AST-0640,2025-12-13,8,152,Track Congestion
FLR-00944,AST-0640,2025-08-12,5,121,Track Congestion
FLR-00945,AST-0640,2024-07-09,5,169,Track Congestion
FLR-00946,AST-0640,2025-02-18,6,190,Track Congestion
FLR-00947,AST-0641,2024-08-07,7,99,Passenger Emergency
FLR-00948,AST-0641,2025-09-25,5,135,Track Congestion
FLR-00949,AST-0642,2025-11-16,3,108,Freight Priority
FLR-00950,AST-0642,2024-09-04,7,162,Station Congestion
FLR-00951,AST-0642,2026-06-16,6,165,Track Maintenance / PSR
FLR-00952,AST-0644,2025-03-22,7,125,Freight Priority
FLR-00953,AST-0644,2024-10-25,7,123,Level Crossing Delay
FLR-00954,AST-0644,2026-08-22,5,98,Track Congestion
FLR-00955,AST-0645,2025-06-13,7,184,Track Congestion
FLR-00956,AST-0645,2024-01-05,6,143,Track Congestion
FLR-00957,AST-0648,2024-06-19,5,140,Unscheduled Halt
FLR-00958,AST-0649,2025-07-30,8,136,Track Congestion
FLR-00959,AST-0650,2026-06-07,4,175,Track Maintenance / PSR
FLR-00960,AST-0650,2026-03-28,6,110,Flooding / Waterlogging
FLR-00961,AST-0650,2026-05-20,9,117,Track Maintenance / PSR
FLR-00962,AST-0651,2023-09-30,7,164,Station Congestion
FLR-00963,AST-0653,2024-03-12,5,118,Signal Failure
FLR-00964,AST-0654,2025-02-09,5,160,Late Incoming Rake
FLR-00965,AST-0654,2025-12-03,4,147,Flooding / Waterlogging
FLR-00966,AST-0654,2024-04-10,9,186,Flooding / Waterlogging
FLR-00967,AST-0655,2026-07-09,7,112,Track Congestion
FLR-00968,AST-0655,2024-09-27,6,142,Track Congestion
FLR-00969,AST-0655,2024-08-15,9,114,Flooding / Waterlogging
FLR-00970,AST-0655,2025-08-18,7,136,Flooding / Waterlogging
FLR-00971,AST-0656,2026-06-26,7,135,Track Congestion
FLR-00972,AST-0658,2026-04-14,5,132,Crew Availability
FLR-00973,AST-0658,2025-12-26,10,125,Late Incoming Rake
FLR-00974,AST-0658,2023-09-13,4,114,Freight Priority
FLR-00975,AST-0658,2024-06-26,4,152,Late Incoming Rake
FLR-00976,AST-0659,2024-12-13,7,100,Flooding / Waterlogging
FLR-00977,AST-0659,2026-08-22,7,172,Late Incoming Rake
FLR-00978,AST-0659,2023-11-15,7,155,Flooding / Waterlogging
FLR-00979,AST-0659,2026-01-02,7,109,Flooding / Waterlogging
FLR-00980,AST-0660,2026-02-08,5,111,Track Maintenance / PSR
FLR-00981,AST-0660,2025-08-25,8,127,Loco / Engine Failure
FLR-00982,AST-0661,2026-03-04,1,195,Track Congestion
FLR-00983,AST-0662,2026-05-09,7,153,Track Maintenance / PSR
FLR-00984,AST-0663,2024-03-10,5,116,Station Congestion
FLR-00985,AST-0664,2025-02-14,5,142,Late Incoming Rake
FLR-00986,AST-0667,2024-04-25,7,115,Unscheduled Halt
FLR-00987,AST-0667,2026-05-08,5,150,Flooding / Waterlogging
FLR-00988,AST-0669,2024-12-25,6,134,Track Congestion
FLR-00989,AST-0670,2024-03-26,8,83,Passenger Emergency
FLR-00990,AST-0670,2026-07-02,6,146,Track Maintenance / PSR
FLR-00991,AST-0671,2025-10-23,6,114,Flooding / Waterlogging
FLR-00992,AST-0673,2025-06-04,5,101,Station Congestion
FLR-00993,AST-0674,2025-04-23,8,145,Track Congestion
FLR-00994,AST-0674,2023-09-14,6,177,Track Congestion
FLR-00995,AST-0675,2024-12-14,4,132,Late Incoming Rake
FLR-00996,AST-0675,2026-01-28,6,129,Unscheduled Halt
FLR-00997,AST-0676,2026-06-12,5,174,Unscheduled Halt
FLR-00998,AST-0676,2023-11-20,10,112,Track Maintenance / PSR
FLR-00999,AST-0677,2026-05-10,6,136,Track Congestion
FLR-01000,AST-0677,2026-02-24,4,142,Station Congestion
FLR-01001,AST-0678,2026-07-26,5,151,Flooding / Waterlogging
FLR-01002,AST-0679,2024-11-30,6,127,Track Congestion
FLR-01003,AST-0680,2025-11-13,5,115,Track Maintenance / PSR
FLR-01004,AST-0681,2024-10-21,9,123,Track Congestion
FLR-01005,AST-0681,2024-06-04,7,103,Passenger Emergency
FLR-01006,AST-0682,2024-05-17,7,126,Unscheduled Halt
FLR-01007,AST-0682,2025-08-06,8,155,Flooding / Waterlogging
FLR-01008,AST-0682,2025-11-26,8,189,Track Congestion
FLR-01009,AST-0682,2026-07-05,6,84,Signal Failure
FLR-01010,AST-0682,2025-04-07,6,116,Track Congestion
FLR-01011,AST-0683,2024-10-19,6,145,Station Congestion
FLR-01012,AST-0683,2024-05-05,3,113,Track Congestion
FLR-01013,AST-0683,2026-08-03,2,127,Track Congestion
FLR-01014,AST-0684,2024-07-13,3,147,Late Incoming Rake
FLR-01015,AST-0685,2025-02-10,8,106,Crew Availability
FLR-01016,AST-0685,2025-10-03,5,136,Track Maintenance / PSR
FLR-01017,AST-0687,2023-09-06,7,144,Flooding / Waterlogging
FLR-01018,AST-0689,2025-02-12,5,129,Signal Failure
FLR-01019,AST-0690,2023-12-24,7,92,Track Congestion
FLR-01020,AST-0690,2026-07-06,7,152,Flooding / Waterlogging
FLR-01021,AST-0691,2026-05-10,8,186,Late Incoming Rake
FLR-01022,AST-0691,2024-04-23,8,128,Track Maintenance / PSR
FLR-01023,AST-0693,2024-08-02,8,170,Station Congestion
FLR-01024,AST-0693,2025-10-07,5,104,Station Congestion
FLR-01025,AST-0693,2023-10-16,9,149,Late Incoming Rake
FLR-01026,AST-0695,2024-06-03,2,86,Crew Availability
FLR-01027,AST-0695,2024-11-22,6,104,Passenger Emergency
FLR-01028,AST-0695,2024-08-15,7,147,Track Congestion
FLR-01029,AST-0697,2025-09-02,6,193,Fog / Low Visibility
FLR-01030,AST-0697,2023-09-20,7,179,Track Congestion
FLR-01031,AST-0697,2026-05-02,8,110,Passenger Emergency
FLR-01032,AST-0700,2026-03-10,5,93,Track Congestion
FLR-01033,AST-0700,2024-02-16,7,129,Track Congestion
FLR-01034,AST-0701,2025-07-28,6,144,Track Congestion
FLR-01035,AST-0702,2026-08-29,5,128,Flooding / Waterlogging
FLR-01036,AST-0702,2024-11-23,7,93,Signal Failure
FLR-01037,AST-0703,2025-12-15,3,119,Track Congestion
FLR-01038,AST-0703,2025-07-24,6,98,Track Maintenance / PSR
FLR-01039,AST-0705,2024-08-29,4,106,Signal Failure
FLR-01040,AST-0706,2026-05-18,6,158,Track Maintenance / PSR
FLR-01041,AST-0706,2025-06-16,9,113,Track Maintenance / PSR
FLR-01042,AST-0707,2024-06-04,4,173,Late Incoming Rake
FLR-01043,AST-0708,2025-02-02,6,100,Track Maintenance / PSR
FLR-01044,AST-0709,2026-07-08,6,123,Flooding / Waterlogging
FLR-01045,AST-0710,2025-10-08,5,127,Track Maintenance / PSR
FLR-01046,AST-0710,2025-06-12,3,108,Track Congestion
FLR-01047,AST-0711,2024-05-05,5,122,Flooding / Waterlogging
FLR-01048,AST-0712,2025-07-23,6,114,Track Maintenance / PSR
FLR-01049,AST-0712,2025-11-12,3,141,Station Congestion
FLR-01050,AST-0712,2026-02-07,6,104,Crew Availability
FLR-01051,AST-0712,2025-10-02,3,127,Unscheduled Halt
FLR-01052,AST-0713,2023-10-14,6,131,Track Congestion
FLR-01053,AST-0715,2025-02-28,6,157,Track Congestion
FLR-01054,AST-0715,2024-02-13,5,121,Flooding / Waterlogging
FLR-01055,AST-0715,2024-01-24,6,114,Fog / Low Visibility
FLR-01056,AST-0716,2024-06-01,7,121,Late Incoming Rake
FLR-01057,AST-0716,2026-07-07,8,135,Track Congestion
FLR-01058,AST-0717,2025-12-30,3,87,Passenger Emergency
FLR-01059,AST-0718,2024-03-01,6,113,Technical Inspection
FLR-01060,AST-0718,2026-01-27,7,143,Flooding / Waterlogging
FLR-01061,AST-0718,2023-12-19,10,157,Station Congestion
FLR-01062,AST-0719,2025-11-02,7,156,Track Maintenance / PSR
FLR-01063,AST-0719,2025-10-09,7,122,Track Congestion
FLR-01064,AST-0719,2025-02-11,6,132,Track Maintenance / PSR
FLR-01065,AST-0719,2026-06-20,6,136,Track Congestion
FLR-01066,AST-0719,2025-05-05,5,144,Track Maintenance / PSR
FLR-01067,AST-0721,2025-08-24,9,131,Late Incoming Rake
FLR-01068,AST-0721,2025-05-22,7,112,Track Congestion
FLR-01069,AST-0721,2024-10-03,7,154,Signal Failure
FLR-01070,AST-0722,2024-02-17,7,162,Track Maintenance / PSR
FLR-01071,AST-0726,2026-02-22,7,149,Station Congestion
FLR-01072,AST-0727,2024-04-23,9,144,Loco / Engine Failure
FLR-01073,AST-0727,2024-02-23,8,131,Technical Inspection
FLR-01074,AST-0727,2025-11-14,8,117,Flooding / Waterlogging
FLR-01075,AST-0728,2024-09-28,6,119,Track Maintenance / PSR
FLR-01076,AST-0728,2024-01-12,5,135,Track Congestion
FLR-01077,AST-0729,2025-04-06,6,114,Late Incoming Rake
FLR-01078,AST-0730,2024-05-09,7,117,Passenger Emergency
FLR-01079,AST-0730,2026-08-16,4,208,Late Incoming Rake
FLR-01080,AST-0731,2025-07-26,7,112,Track Congestion
FLR-01081,AST-0731,2026-07-01,4,162,Passenger Emergency
FLR-01082,AST-0733,2024-03-06,9,95,Signal Failure
FLR-01083,AST-0733,2025-08-14,6,159,Track Congestion
FLR-01084,AST-0733,2025-06-18,8,116,Late Incoming Rake
FLR-01085,AST-0733,2026-08-30,7,99,Track Congestion
FLR-01086,AST-0733,2025-04-14,8,135,Unscheduled Halt
FLR-01087,AST-0733,2024-11-24,7,182,Flooding / Waterlogging
FLR-01088,AST-0733,2024-03-31,8,149,Signal Failure
FLR-01089,AST-0733,2026-05-08,7,136,Track Congestion
FLR-01090,AST-0736,2024-07-26,6,138,Late Incoming Rake
FLR-01091,AST-0737,2025-05-27,8,139,Passenger Emergency
FLR-01092,AST-0737,2026-01-27,8,137,Fog / Low Visibility
FLR-01093,AST-0737,2025-11-12,10,114,Track Maintenance / PSR
FLR-01094,AST-0737,2024-09-17,7,135,Station Congestion
FLR-01095,AST-0738,2024-06-13,4,149,Flooding / Waterlogging
FLR-01096,AST-0739,2025-04-01,6,115,Freight Priority
FLR-01097,AST-0739,2024-10-07,4,92,Technical Inspection
FLR-01098,AST-0739,2026-01-13,9,110,Late Incoming Rake
FLR-01099,AST-0740,2025-01-19,8,127,Track Congestion
FLR-01100,AST-0741,2025-08-25,6,114,Technical Inspection
FLR-01101,AST-0741,2026-06-04,6,138,Station Congestion
FLR-01102,AST-0743,2026-08-08,6,88,Flooding / Waterlogging
FLR-01103,AST-0744,2024-05-30,8,158,Late Incoming Rake
FLR-01104,AST-0746,2023-09-06,7,134,Track Congestion
FLR-01105,AST-0746,2025-12-13,6,102,Freight Priority
FLR-01106,AST-0747,2025-05-17,4,115,Flooding / Waterlogging
FLR-01107,AST-0748,2026-02-19,9,119,Crew Availability
FLR-01108,AST-0748,2025-07-17,5,182,Track Congestion
FLR-01109,AST-0748,2024-04-04,6,105,Track Maintenance / PSR
FLR-01110,AST-0750,2025-06-06,5,133,Flooding / Waterlogging
FLR-01111,AST-0751,2025-11-27,5,116,Passenger Emergency
FLR-01112,AST-0751,2025-04-26,7,145,Technical Inspection
FLR-01113,AST-0753,2026-07-05,6,144,Flooding / Waterlogging
FLR-01114,AST-0754,2024-12-26,4,144,Late Incoming Rake
FLR-01115,AST-0754,2025-08-21,6,99,Signal Failure
FLR-01116,AST-0755,2024-07-21,7,159,Track Maintenance / PSR
FLR-01117,AST-0755,2024-07-03,4,94,Level Crossing Delay
FLR-01118,AST-0756,2024-11-02,5,128,Station Congestion
FLR-01119,AST-0756,2025-01-20,5,120,Track Congestion
FLR-01120,AST-0759,2026-07-15,8,140,Station Congestion
FLR-01121,AST-0759,2024-06-17,8,101,Late Incoming Rake
FLR-01122,AST-0759,2026-07-17,6,120,Track Maintenance / PSR
FLR-01123,AST-0760,2026-05-31,6,163,Late Incoming Rake
FLR-01124,AST-0761,2025-03-09,5,101,Freight Priority
FLR-01125,AST-0761,2023-12-20,7,117,Freight Priority
FLR-01126,AST-0764,2024-04-14,6,206,Flooding / Waterlogging
FLR-01127,AST-0765,2025-12-16,5,128,Freight Priority
FLR-01128,AST-0765,2023-10-04,4,177,Late Incoming Rake
FLR-01129,AST-0766,2025-05-26,6,157,Flooding / Waterlogging
FLR-01130,AST-0766,2026-01-27,6,131,Station Congestion
FLR-01131,AST-0767,2025-05-20,6,100,Station Congestion
FLR-01132,AST-0769,2024-07-21,8,141,Technical Inspection
FLR-01133,AST-0770,2023-10-31,6,98,Freight Priority
FLR-01134,AST-0771,2025-06-03,7,122,Unscheduled Halt
FLR-01135,AST-0771,2024-06-02,4,145,Track Maintenance / PSR
FLR-01136,AST-0771,2023-11-01,8,129,Track Congestion
FLR-01137,AST-0771,2025-07-04,6,141,Track Congestion
FLR-01138,AST-0772,2024-10-04,8,79,Crew Availability
FLR-01139,AST-0772,2026-05-12,5,134,Fog / Low Visibility
FLR-01140,AST-0772,2023-11-23,7,188,Station Congestion
FLR-01141,AST-0773,2026-02-26,6,187,Track Maintenance / PSR
FLR-01142,AST-0773,2026-06-30,8,173,Late Incoming Rake
FLR-01143,AST-0775,2025-10-21,7,115,Flooding / Waterlogging
FLR-01144,AST-0776,2023-09-15,6,126,Track Congestion
FLR-01145,AST-0776,2025-07-02,5,128,Track Congestion
FLR-01146,AST-0777,2025-06-11,8,137,Track Congestion
FLR-01147,AST-0778,2025-12-04,6,195,Track Maintenance / PSR
FLR-01148,AST-0778,2025-03-21,6,124,Track Congestion
FLR-01149,AST-0778,2025-09-04,7,118,Track Maintenance / PSR
FLR-01150,AST-0778,2026-03-08,5,100,Late Incoming Rake
FLR-01151,AST-0778,2026-06-18,8,140,Track Maintenance / PSR
FLR-01152,AST-0778,2026-03-28,7,181,Station Congestion
FLR-01153,AST-0780,2024-07-18,7,99,Level Crossing Delay
FLR-01154,AST-0780,2025-09-25,6,132,Passenger Emergency
FLR-01155,AST-0780,2023-12-03,6,122,Fog / Low Visibility
FLR-01156,AST-0784,2025-04-04,7,144,Late Incoming Rake
FLR-01157,AST-0784,2025-02-01,6,142,Station Congestion
FLR-01158,AST-0784,2025-06-02,6,114,Station Congestion
FLR-01159,AST-0785,2023-12-17,3,167,Late Incoming Rake
FLR-01160,AST-0786,2026-02-14,5,142,Track Congestion
FLR-01161,AST-0787,2025-02-24,6,107,Flooding / Waterlogging
FLR-01162,AST-0789,2024-01-07,4,100,Track Congestion
FLR-01163,AST-0789,2024-09-13,6,104,Flooding / Waterlogging
FLR-01164,AST-0790,2025-07-22,7,135,Station Congestion
FLR-01165,AST-0790,2024-08-04,5,68,Track Maintenance / PSR
FLR-01166,AST-0790,2025-06-09,6,90,Track Congestion
FLR-01167,AST-0791,2026-01-24,6,162,Flooding / Waterlogging
FLR-01168,AST-0791,2023-11-16,5,206,Flooding / Waterlogging
FLR-01169,AST-0793,2024-09-15,6,134,Crew Availability
FLR-01170,AST-0794,2026-08-16,6,121,Flooding / Waterlogging
FLR-01171,AST-0794,2026-05-12,6,144,Track Maintenance / PSR
FLR-01172,AST-0795,2025-10-21,7,139,Track Maintenance / PSR
FLR-01173,AST-0797,2024-10-02,2,121,Level Crossing Delay
FLR-01174,AST-0797,2024-12-07,6,137,Late Incoming Rake
FLR-01175,AST-0797,2024-04-09,5,149,Level Crossing Delay
FLR-01176,AST-0798,2024-05-06,5,120,Track Congestion
FLR-01177,AST-0799,2024-10-24,7,201,Late Incoming Rake
FLR-01178,AST-0799,2024-11-09,5,159,Passenger Emergency
FLR-01179,AST-0799,2023-09-15,5,133,Late Incoming Rake
FLR-01180,AST-0800,2025-05-03,6,103,Track Congestion
