assetId,name,type,department,corridorId,ageYears,installDate,condition,criticality,degradationLatent,latitude,longitude,historicalFailures
AST-0461,Signal Section 461,Signal,S&T,COR-001,37.0,1989-09-11,Fair,9,0.459,23.8798,82.2182,1
AST-0462,Station Equipment Section 462,Station Equipment,S&T,COR-004,14.4,2012-04-12,Good,5,0.165,20.4951,75.3224,0
AST-0463,OHE Section 463,OHE,Traction Distribution,COR-002,3.3,2023-05-17,Good,6,0.053,22.5,83.8999,0
AST-0464,Track Section 464,Track,Engineering,COR-004,4.8,2021-11-15,Good,7,0.209,26.1731,76.9962,3
AST-0465,Track Section 465,Track,Engineering,COR-006,10.0,2016-09-04,Good,8,0.284,20.7446,77.4849,3
AST-0466,Track Section 466,Track,Engineering,COR-003,4.9,2021-10-10,Good,8,0.238,24.8135,76.076,1
AST-0467,Track Section 467,Track,Engineering,COR-001,22.6,2004-02-01,Fair,8,0.412,23.167,85.0633,2
AST-0468,Station Equipment Section 468,Station Equipment,S&T,COR-006,3.0,2023-09-03,Good,4,0.144,19.5158,87.857,2
AST-0469,Signal Section 469,Signal,S&T,COR-001,14.4,2012-04-12,Good,8,0.3,28.3308,80.38,0
AST-0470,Track Section 470,Track,Engineering,COR-003,2.4,2024-04-09,Good,8,0.156,23.136,73.1725,1
AST-0471,Signal Section 471,Signal,S&T,COR-001,9.9,2016-10-11,Good,9,0.31,26.8393,76.6691,1
AST-0472,Track Section 472,Track,Engineering,COR-001,4.3,2022-05-17,Fair,7,0.42,23.1631,75.0288,2
AST-0473,Track Section 473,Track,Engineering,COR-005,16.2,2010-06-25,Fair,10,0.442,28.3736,85.9842,1
AST-0474,OHE Section 474,OHE,Traction Distribution,COR-009,20.2,2006-06-26,Good,7,0.347,21.9047,73.8577,2
AST-0475,OHE Section 475,OHE,Traction Distribution,COR-008,13.0,2013-09-05,Fair,8,0.437,23.1223,87.9636,1
AST-0476,Station Equipment Section 476,Station Equipment,S&T,COR-001,20.8,2005-11-19,Fair,5,0.418,26.5886,81.9162,2
AST-0477,OHE Section 477,OHE,Traction Distribution,COR-001,0.8,2025-11-14,Good,7,0.086,22.4367,80.7838,1
AST-0478,Signal Section 478,Signal,S&T,COR-004,11.3,2015-05-19,Good,9,0.113,22.6436,86.0576,2
AST-0479,OHE Section 479,OHE,Traction Distribution,COR-007,14.3,2012-05-19,Good,8,0.27,28.9482,72.9408,1
AST-0480,Station Equipment Section 480,Station Equipment,S&T,COR-008,15.6,2011-01-30,Good,6,0.293,24.5561,84.9344,0
AST-0481,OHE Section 481,OHE,Traction Distribution,COR-009,13.7,2012-12-24,Good,7,0.059,25.8938,74.3657,0
AST-0482,Station Equipment Section 482,Station Equipment,S&T,COR-004,15.8,2010-11-18,Good,5,0.266,25.4346,85.9524,3
AST-0483,OHE Section 483,OHE,Traction Distribution,COR-002,11.2,2015-06-25,Good,6,0.106,27.2792,80.9668,0
AST-0484,Bridge Section 484,Bridge,Engineering,COR-001,3.3,2023-05-17,Good,10,0.25,27.6183,73.4781,0
AST-0485,Track Section 485,Track,Engineering,COR-002,6.7,2019-12-23,Good,7,0.242,24.6326,85.8319,0
AST-0486,OHE Section 486,OHE,Traction Distribution,COR-001,22.6,2004-02-01,Good,7,0.337,21.9456,72.937,0
AST-0487,Signal Section 487,Signal,S&T,COR-009,21.0,2005-09-07,Good,8,0.336,19.228,74.7139,2
AST-0488,Signal Section 488,Signal,S&T,COR-003,14.1,2012-07-31,Good,7,0.067,25.144,85.2652,0
AST-0489,OHE Section 489,OHE,Traction Distribution,COR-009,16.5,2010-03-08,Good,7,0.246,27.2547,79.9379,1
AST-0490,Station Equipment Section 490,Station Equipment,S&T,COR-006,19.4,2007-04-15,Fair,5,0.534,23.5054,86.6022,2
AST-0491,Station Equipment Section 491,Station Equipment,S&T,COR-006,14.0,2012-09-05,Fair,4,0.51,20.6471,82.6669,4
AST-0492,Track Section 492,Track,Engineering,COR-005,22.2,2004-06-26,Fair,9,0.52,21.8808,82.4765,4
AST-0493,OHE Section 493,OHE,Traction Distribution,COR-009,21.7,2004-12-26,Fair,8,0.503,24.0999,77.1758,1
AST-0494,OHE Section 494,OHE,Traction Distribution,COR-001,40.0,1986-09-12,Fair,8,0.503,27.3668,74.6389,2
AST-0495,Track Section 495,Track,Engineering,COR-001,6.9,2019-10-11,Good,8,0.08,20.7175,87.8788,1
AST-0496,Track Section 496,Track,Engineering,COR-005,7.0,2019-09-04,Fair,9,0.481,25.1215,74.1768,2
AST-0497,Track Section 497,Track,Engineering,COR-004,13.3,2013-05-19,Fair,8,0.527,26.5337,80.9642,4
AST-0498,OHE Section 498,OHE,Traction Distribution,COR-006,32.8,1993-11-23,Warning,8,0.729,28.3605,76.8611,3
AST-0499,Signal Section 499,Signal,S&T,COR-008,23.3,2003-05-22,Fair,9,0.523,20.167,76.7263,2
AST-0500,Station Equipment Section 500,Station Equipment,S&T,COR-006,17.8,2008-11-18,Good,5,0.2,28.2639,82.0134,0
AST-0501,Signal Section 501,Signal,S&T,COR-003,24.4,2002-04-15,Good,9,0.189,25.0147,85.2669,0
AST-0502,Station Equipment Section 502,Station Equipment,S&T,COR-004,14.5,2012-03-07,Fair,5,0.359,26.667,84.9349,3
AST-0503,Signal Section 503,Signal,S&T,COR-008,8.2,2018-06-24,Good,9,0.277,19.5377,86.4008,0
AST-0504,OHE Section 504,OHE,Traction Distribution,COR-003,37.9,1988-10-18,Fair,7,0.484,24.0615,77.1864,1
AST-0505,Track Section 505,Track,Engineering,COR-006,13.8,2012-11-17,Fair,9,0.417,25.2263,79.952,1
AST-0506,Signal Section 506,Signal,S&T,COR-006,21.4,2005-04-15,Fair,10,0.527,22.0683,72.6494,2
AST-0507,Bridge Section 507,Bridge,Engineering,COR-008,0.8,2025-11-14,Good,10,0.331,23.3165,84.4497,3
AST-0508,Station Equipment Section 508,Station Equipment,S&T,COR-008,1.0,2025-09-02,Good,6,0.237,24.543,77.3375,2
AST-0509,Bridge Section 509,Bridge,Engineering,COR-005,11.6,2015-01-29,Warning,10,0.607,24.5255,81.4839,1
AST-0510,Track Section 510,Track,Engineering,COR-004,4.9,2021-10-10,Good,9,0.212,19.4186,75.2088,0
AST-0511,Signal Section 511,Signal,S&T,COR-004,12.4,2014-04-12,Good,9,0.301,23.3948,85.6104,0
AST-0512,Track Section 512,Track,Engineering,COR-005,7.0,2019-09-04,Fair,10,0.524,21.1382,85.5764,4
AST-0513,Track Section 513,Track,Engineering,COR-003,40.0,1986-09-12,Fair,7,0.529,28.167,86.5392,2
AST-0514,OHE Section 514,OHE,Traction Distribution,COR-007,20.3,2006-05-21,Critical,6,0.752,28.7658,73.235,6
AST-0515,OHE Section 515,OHE,Traction Distribution,COR-003,25.9,2000-10-15,Fair,7,0.497,21.9965,88.3793,2
AST-0516,OHE Section 516,OHE,Traction Distribution,COR-007,1.3,2025-05-16,Good,7,0.199,20.7519,76.4645,1
AST-0517,Bridge Section 517,Bridge,Engineering,COR-008,17.7,2008-12-25,Fair,10,0.513,21.195,77.4509,1
AST-0518,OHE Section 518,OHE,Traction Distribution,COR-010,9.0,2017-09-04,Fair,6,0.409,23.7775,76.4894,2
AST-0519,Bridge Section 519,Bridge,Engineering,COR-002,26.2,2000-06-27,Fair,10,0.533,27.7451,76.7805,2
AST-0520,Track Section 520,Track,Engineering,COR-008,16.0,2010-09-06,Good,9,0.234,24.0004,81.3426,1
AST-0521,Track Section 521,Track,Engineering,COR-001,10.0,2016-09-04,Fair,8,0.441,19.5539,76.337,2
AST-0522,OHE Section 522,OHE,Traction Distribution,COR-004,3.7,2022-12-22,Good,6,0.154,19.3989,78.8003,0
AST-0523,Bridge Section 523,Bridge,Engineering,COR-002,11.4,2015-04-12,Good,10,0.248,21.2739,82.9897,0
AST-0524,Track Section 524,Track,Engineering,COR-002,22.3,2004-05-21,Good,8,0.231,27.4277,85.8764,1
AST-0525,Signal Section 525,Signal,S&T,COR-002,27.2,1999-06-28,Fair,9,0.515,25.2148,83.5839,1
AST-0526,OHE Section 526,OHE,Traction Distribution,COR-001,7.8,2018-11-16,Good,7,0.164,24.6296,82.0092,1
AST-0527,Track Section 527,Track,Engineering,COR-009,40.0,1986-09-12,Warning,8,0.64,22.1897,74.8637,4
AST-0528,Signal Section 528,Signal,S&T,COR-001,21.2,2005-06-26,Fair,9,0.392,28.2943,85.5578,5
AST-0529,Bridge Section 529,Bridge,Engineering,COR-004,5.0,2021-09-03,Fair,10,0.444,22.3118,73.0964,1
AST-0530,OHE Section 530,OHE,Traction Distribution,COR-007,4.0,2022-09-03,Fair,7,0.428,27.3494,76.7271,5
AST-0531,Track Section 531,Track,Engineering,COR-010,9.4,2017-04-11,Good,7,0.195,27.959,73.4129,0
AST-0532,Bridge Section 532,Bridge,Engineering,COR-009,7.8,2018-11-16,Good,9,0.193,23.8334,83.1789,0
AST-0533,Track Section 533,Track,Engineering,COR-002,14.5,2012-03-07,Good,7,0.233,27.9429,78.3939,1
AST-0534,Bridge Section 534,Bridge,Engineering,COR-010,10.6,2016-01-29,Good,10,0.338,21.768,82.9328,3
AST-0535,Track Section 535,Track,Engineering,COR-007,8.3,2018-05-18,Good,8,0.21,25.5843,78.0525,1
AST-0536,Signal Section 536,Signal,S&T,COR-002,2.5,2024-03-04,Good,9,0.062,19.8796,79.7919,0
AST-0537,Signal Section 537,Signal,S&T,COR-005,16.3,2010-05-20,Warning,10,0.642,23.7393,79.8274,4
AST-0538,Track Section 538,Track,Engineering,COR-010,2.3,2024-05-16,Good,7,0.027,21.1733,73.2293,0
AST-0539,Bridge Section 539,Bridge,Engineering,COR-004,21.2,2005-06-26,Fair,10,0.431,19.6276,79.3836,1
AST-0540,Track Section 540,Track,Engineering,COR-002,1.5,2025-03-04,Good,7,0.0,19.0373,82.757,0
AST-0541,Track Section 541,Track,Engineering,COR-009,2.2,2024-06-21,Good,7,0.193,22.2475,81.2368,0
AST-0542,Track Section 542,Track,Engineering,COR-010,4.9,2021-10-10,Fair,8,0.36,24.8953,73.7045,2
AST-0543,OHE Section 543,OHE,Traction Distribution,COR-010,7.3,2019-05-18,Good,5,0.247,23.5523,83.1889,1
AST-0544,Bridge Section 544,Bridge,Engineering,COR-010,6.1,2020-07-29,Good,9,0.319,22.0177,77.4418,2
AST-0545,Station Equipment Section 545,Station Equipment,S&T,COR-009,7.3,2019-05-18,Good,5,0.077,28.912,72.731,0
AST-0546,Track Section 546,Track,Engineering,COR-005,12.5,2014-03-07,Fair,8,0.5,28.3953,74.9895,5
AST-0547,Signal Section 547,Signal,S&T,COR-002,5.0,2021-09-03,Good,9,0.034,20.2565,80.461,0
AST-0548,Track Section 548,Track,Engineering,COR-007,12.6,2014-01-29,Good,9,0.281,23.1511,77.4664,0
AST-0549,Signal Section 549,Signal,S&T,COR-003,0.8,2025-11-14,Good,8,0.2,25.4885,83.6101,2
AST-0550,Station Equipment Section 550,Station Equipment,S&T,COR-005,4.9,2021-10-10,Fair,6,0.38,26.3349,76.3505,2
AST-0551,OHE Section 551,OHE,Traction Distribution,COR-007,2.1,2024-07-28,Good,8,0.0,22.6637,84.8647,0
AST-0552,Signal Section 552,Signal,S&T,COR-010,21.1,2005-08-02,Good,8,0.192,26.4628,77.0836,0
AST-0553,Signal Section 553,Signal,S&T,COR-003,5.6,2021-01-28,Good,9,0.007,20.2415,82.4338,0
AST-0554,Station Equipment Section 554,Station Equipment,S&T,COR-003,15.6,2011-01-30,Fair,4,0.369,22.3181,85.2875,3
AST-0555,Signal Section 555,Signal,S&T,COR-008,1.7,2024-12-21,Fair,9,0.478,26.1643,78.6689,1
AST-0556,Track Section 556,Track,Engineering,COR-001,26.9,1999-10-16,Warning,7,0.668,25.2568,73.2489,2
AST-0557,Signal Section 557,Signal,S&T,COR-006,11.0,2015-09-05,Good,10,0.143,27.3721,81.0671,2
AST-0558,Track Section 558,Track,Engineering,COR-008,10.1,2016-07-30,Fair,9,0.516,19.4686,88.4265,0
AST-0559,Track Section 559,Track,Engineering,COR-006,2.6,2024-01-27,Fair,8,0.367,20.7439,88.0039,0
AST-0560,Track Section 560,Track,Engineering,COR-004,4.4,2022-04-10,Good,7,0.019,19.4849,76.0364,0
AST-0561,Signal Section 561,Signal,S&T,COR-009,8.5,2018-03-06,Good,8,0.158,20.9211,84.5911,0
AST-0562,OHE Section 562,OHE,Traction Distribution,COR-004,4.5,2022-03-05,Good,7,0.337,19.0428,78.0192,2
AST-0563,Track Section 563,Track,Engineering,COR-008,19.7,2006-12-26,Fair,9,0.544,24.0421,75.0644,1
AST-0564,Signal Section 564,Signal,S&T,COR-005,10.8,2015-11-17,Good,10,0.291,24.2831,83.1546,1
AST-0565,Station Equipment Section 565,Station Equipment,S&T,COR-001,4.6,2022-01-28,Good,5,0.272,25.5789,80.5139,2
AST-0566,OHE Section 566,OHE,Traction Distribution,COR-006,17.7,2008-12-25,Good,8,0.206,22.8491,81.1277,2
AST-0567,Signal Section 567,Signal,S&T,COR-001,7.7,2018-12-23,Good,9,0.214,19.0321,85.7383,2
AST-0568,Track Section 568,Track,Engineering,COR-010,17.2,2009-06-25,Fair,7,0.433,25.7389,77.8847,1
AST-0569,Bridge Section 569,Bridge,Engineering,COR-007,6.7,2019-12-23,Good,9,0.229,19.5429,83.1735,0
AST-0570,Track Section 570,Track,Engineering,COR-004,14.9,2011-10-13,Good,9,0.289,27.6617,78.3591,0
AST-0571,Track Section 571,Track,Engineering,COR-005,7.5,2019-03-06,Fair,7,0.51,19.2265,73.1836,3
AST-0572,Station Equipment Section 572,Station Equipment,S&T,COR-007,19.7,2006-12-26,Fair,5,0.523,24.3048,78.5482,4
AST-0573,Signal Section 573,Signal,S&T,COR-003,1.7,2024-12-21,Good,8,0.277,27.9492,87.7006,1
AST-0574,OHE Section 574,OHE,Traction Distribution,COR-003,3.4,2023-04-10,Good,6,0.248,24.7249,80.2322,1
AST-0575,Signal Section 575,Signal,S&T,COR-005,9.1,2017-07-30,Warning,10,0.555,25.0842,74.2317,3
AST-0576,OHE Section 576,OHE,Traction Distribution,COR-003,5.8,2020-11-15,Good,6,0.264,25.8161,83.5052,1
AST-0577,Track Section 577,Track,Engineering,COR-008,7.3,2019-05-18,Good,8,0.339,20.2241,87.9141,3
AST-0578,Track Section 578,Track,Engineering,COR-002,16.1,2010-08-01,Good,7,0.31,25.7493,87.0271,0
AST-0579,Track Section 579,Track,Engineering,COR-009,7.2,2019-06-23,Good,8,0.149,27.8035,81.6514,1
AST-0580,Track Section 580,Track,Engineering,COR-004,12.9,2013-10-12,Good,8,0.176,28.7422,78.5205,1
AST-0581,Bridge Section 581,Bridge,Engineering,COR-006,4.8,2021-11-15,Good,10,0.17,23.4305,81.7908,3
AST-0582,Track Section 582,Track,Engineering,COR-002,1.3,2025-05-16,Good,7,0.062,22.445,85.5549,0
AST-0583,Signal Section 583,Signal,S&T,COR-004,17.1,2009-08-01,Fair,10,0.408,26.5331,86.2798,3
AST-0584,OHE Section 584,OHE,Traction Distribution,COR-008,30.9,1995-10-17,Critical,7,0.805,24.4287,85.6015,4
AST-0585,OHE Section 585,OHE,Traction Distribution,COR-003,12.0,2014-09-05,Good,7,0.256,21.573,79.7876,0
AST-0586,Signal Section 586,Signal,S&T,COR-002,9.5,2017-03-06,Good,8,0.329,20.7216,74.4017,3
AST-0587,Signal Section 587,Signal,S&T,COR-006,11.1,2015-07-31,Fair,9,0.501,20.7023,81.6068,2
AST-0588,Station Equipment Section 588,Station Equipment,S&T,COR-002,24.5,2002-03-10,Fair,6,0.387,23.5918,75.0029,3
AST-0589,OHE Section 589,OHE,Traction Distribution,COR-004,12.1,2014-07-31,Fair,7,0.382,20.7012,73.4753,3
AST-0590,Bridge Section 590,Bridge,Engineering,COR-005,17.7,2008-12-25,Fair,10,0.514,19.1972,80.4787,3
AST-0591,Station Equipment Section 591,Station Equipment,S&T,COR-006,17.2,2009-06-25,Warning,6,0.614,19.5209,82.986,0
AST-0592,OHE Section 592,OHE,Traction Distribution,COR-007,20.8,2005-11-19,Fair,6,0.497,28.2988,86.1664,1
AST-0593,Track Section 593,Track,Engineering,COR-007,9.4,2017-04-11,Good,8,0.121,19.7296,85.0254,2
AST-0594,Signal Section 594,Signal,S&T,COR-009,6.7,2019-12-23,Good,9,0.19,19.7318,86.2158,1
AST-0595,Track Section 595,Track,Engineering,COR-001,15.0,2011-09-06,Fair,8,0.539,23.5119,84.6611,2
AST-0596,OHE Section 596,OHE,Traction Distribution,COR-004,19.9,2006-10-14,Fair,7,0.396,21.451,83.7518,1
AST-0597,Station Equipment Section 597,Station Equipment,S&T,COR-001,22.4,2004-04-15,Fair,6,0.497,28.6269,72.6622,4
AST-0598,Signal Section 598,Signal,S&T,COR-001,26.5,2000-03-10,Warning,9,0.565,28.1099,82.5176,4
AST-0599,Signal Section 599,Signal,S&T,COR-003,18.7,2007-12-26,Good,7,0.229,23.0474,74.4277,0
AST-0600,Track Section 600,Track,Engineering,COR-006,6.4,2020-04-10,Fair,9,0.368,23.4873,73.4387,1
AST-0601,Station Equipment Section 601,Station Equipment,S&T,COR-009,12.0,2014-09-05,Good,5,0.076,22.7511,75.0026,0
AST-0602,Track Section 602,Track,Engineering,COR-008,11.2,2015-06-25,Good,8,0.286,19.3787,85.6727,0
AST-0603,Track Section 603,Track,Engineering,COR-007,10.3,2016-05-18,Fair,8,0.406,21.9285,84.4016,1
AST-0604,Track Section 604,Track,Engineering,COR-008,15.0,2011-09-06,Fair,8,0.456,20.2267,87.6804,2
AST-0605,Track Section 605,Track,Engineering,COR-002,8.7,2017-12-23,Good,7,0.161,20.0237,88.1636,0
AST-0606,Signal Section 606,Signal,S&T,COR-009,8.7,2017-12-23,Good,9,0.251,24.6086,86.7925,2
AST-0607,Signal Section 607,Signal,S&T,COR-009,32.1,1994-08-05,Fair,8,0.512,19.9876,74.6268,2
AST-0608,Track Section 608,Track,Engineering,COR-001,9.7,2016-12-23,Good,7,0.27,20.0293,86.5541,3
AST-0609,Track Section 609,Track,Engineering,COR-005,20.7,2005-12-26,Warning,10,0.663,23.8051,85.9182,6
AST-0610,Track Section 610,Track,Engineering,COR-009,21.5,2005-03-09,Good,7,0.286,23.4228,86.4374,4
AST-0611,Signal Section 611,Signal,S&T,COR-005,12.2,2014-06-24,Fair,10,0.473,20.3763,74.927,1
AST-0612,Track Section 612,Track,Engineering,COR-009,9.0,2017-09-04,Good,7,0.164,19.0445,74.3687,1
AST-0613,OHE Section 613,OHE,Traction Distribution,COR-010,5.0,2021-09-03,Good,6,0.0,20.9297,87.2809,0
AST-0614,Track Section 614,Track,Engineering,COR-005,2.3,2024-05-16,Good,8,0.221,21.3589,75.2812,4
AST-0615,Track Section 615,Track,Engineering,COR-001,15.8,2010-11-18,Fair,8,0.54,27.0025,78.3979,4
AST-0616,Signal Section 616,Signal,S&T,COR-004,13.6,2013-01-29,Fair,10,0.377,28.1544,79.7958,2
AST-0617,Signal Section 617,Signal,S&T,COR-003,17.4,2009-04-14,Good,9,0.176,23.0594,74.4911,0
AST-0618,Track Section 618,Track,Engineering,COR-005,7.0,2019-09-04,Good,9,0.211,23.0503,72.8301,0
AST-0619,Track Section 619,Track,Engineering,COR-006,34.2,1992-06-29,Warning,7,0.676,26.1248,88.4054,3
AST-0620,Bridge Section 620,Bridge,Engineering,COR-005,14.5,2012-03-07,Warning,10,0.687,25.2692,86.5265,3
AST-0621,Track Section 621,Track,Engineering,COR-002,9.5,2017-03-06,Good,7,0.186,20.8414,87.0974,1
AST-0622,Signal Section 622,Signal,S&T,COR-004,1.2,2025-06-21,Good,10,0.317,20.0769,77.053,3
AST-0623,Signal Section 623,Signal,S&T,COR-007,7.7,2018-12-23,Good,10,0.283,23.3761,76.0216,1
AST-0624,Track Section 624,Track,Engineering,COR-001,18.0,2008-09-06,Fair,8,0.439,24.6483,79.3139,0
AST-0625,Signal Section 625,Signal,S&T,COR-003,26.0,2000-09-08,Good,8,0.293,20.3871,79.7531,3
AST-0626,OHE Section 626,OHE,Traction Distribution,COR-009,10.6,2016-01-29,Good,7,0.336,21.9327,72.5896,3
AST-0627,Bridge Section 627,Bridge,Engineering,COR-001,28.8,1997-11-21,Fair,10,0.491,22.0594,84.968,1
AST-0628,Track Section 628,Track,Engineering,COR-005,4.7,2021-12-22,Fair,9,0.468,21.613,88.4467,2
AST-0629,Track Section 629,Track,Engineering,COR-003,13.9,2012-10-12,Good,7,0.189,23.6076,80.9591,0
AST-0630,Track Section 630,Track,Engineering,COR-002,14.2,2012-06-24,Good,6,0.294,25.5306,78.7121,0
AST-0631,Signal Section 631,Signal,S&T,COR-005,15.9,2010-10-13,Warning,10,0.561,24.0939,78.784,3
AST-0632,OHE Section 632,OHE,Traction Distribution,COR-006,11.7,2014-12-24,Fair,7,0.361,21.0146,74.0372,2
AST-0633,Track Section 633,Track,Engineering,COR-002,13.4,2013-04-12,Good,7,0.311,20.0294,76.7586,1
AST-0634,Track Section 634,Track,Engineering,COR-001,4.6,2022-01-28,Good,8,0.166,27.2187,80.5341,0
AST-0635,Station Equipment Section 635,Station Equipment,S&T,COR-002,24.4,2002-04-15,Good,5,0.336,23.793,79.4096,1
AST-0636,Track Section 636,Track,Engineering,COR-007,19.4,2007-04-15,Warning,7,0.594,19.6214,81.2206,4
AST-0637,Signal Section 637,Signal,S&T,COR-009,13.0,2013-09-05,Fair,7,0.383,21.5812,86.0851,1
AST-0638,OHE Section 638,OHE,Traction Distribution,COR-002,19.7,2006-12-26,Good,7,0.258,27.0403,76.1039,0
AST-0639,Track Section 639,Track,Engineering,COR-004,24.9,2001-10-15,Warning,8,0.555,26.5173,72.9426,1
AST-0640,Track Section 640,Track,Engineering,COR-004,15.7,2010-12-25,Good,8,0.271,27.7582,73.1116,4
AST-0641,Track Section 641,Track,Engineering,COR-004,36.5,1990-03-13,Fair,7,0.504,25.0209,74.6467,2
AST-0642,Station Equipment Section 642,Station Equipment,S&T,COR-003,16.6,2010-01-30,Fair,5,0.448,23.2291,81.6277,3
AST-0643,Track Section 643,Track,Engineering,COR-001,5.2,2021-06-22,Good,7,0.002,23.2663,85.431,0
AST-0644,Track Section 644,Track,Engineering,COR-006,12.6,2014-01-29,Fair,8,0.503,20.94,86.6889,3
AST-0645,Track Section 645,Track,Engineering,COR-004,20.2,2006-06-26,Fair,8,0.391,25.508,82.6618,2
AST-0646,Track Section 646,Track,Engineering,COR-004,24.9,2001-10-15,Fair,8,0.461,24.8507,78.9503,0
AST-0647,OHE Section 647,OHE,Traction Distribution,COR-003,11.9,2014-10-12,Good,6,0.309,20.5486,74.9722,0
AST-0648,Track Section 648,Track,Engineering,COR-010,4.9,2021-10-10,Good,7,0.197,27.8566,78.9227,1
AST-0649,Signal Section 649,Signal,S&T,COR-007,8.9,2017-10-11,Good,10,0.158,22.6847,77.8186,1
AST-0650,Signal Section 650,Signal,S&T,COR-005,3.2,2023-06-22,Fair,10,0.43,19.4974,86.4204,3
AST-0651,Bridge Section 651,Bridge,Engineering,COR-003,17.8,2008-11-18,Fair,10,0.354,22.2788,80.2875,1
AST-0652,Track Section 652,Track,Engineering,COR-009,7.6,2019-01-28,Good,7,0.032,27.6986,76.1191,0
AST-0653,Bridge Section 653,Bridge,Engineering,COR-009,6.0,2020-09-03,Good,9,0.14,28.1696,77.1208,1
AST-0654,OHE Section 654,OHE,Traction Distribution,COR-001,19.0,2007-09-07,Warning,6,0.562,23.904,74.6835,3
AST-0655,Track Section 655,Track,Engineering,COR-010,28.4,1998-04-16,Warning,8,0.652,28.5634,87.1974,4
AST-0656,OHE Section 656,OHE,Traction Distribution,COR-007,5.9,2020-10-10,Good,7,0.302,27.7524,73.3055,1
AST-0657,Bridge Section 657,Bridge,Engineering,COR-001,11.9,2014-10-12,Good,10,0.156,27.2523,72.7055,0
AST-0658,Track Section 658,Track,Engineering,COR-008,9.1,2017-07-30,Fair,8,0.391,27.5971,75.4278,4
AST-0659,Station Equipment Section 659,Station Equipment,S&T,COR-002,25.7,2000-12-27,Fair,5,0.533,22.8188,85.474,4
AST-0660,Signal Section 660,Signal,S&T,COR-001,10.0,2016-09-04,Fair,8,0.36,26.5647,80.8755,2
AST-0661,OHE Section 661,OHE,Traction Distribution,COR-002,4.5,2022-03-05,Good,6,0.234,24.7734,82.5135,1
AST-0662,Station Equipment Section 662,Station Equipment,S&T,COR-005,10.3,2016-05-18,Fair,5,0.485,26.1968,78.2237,1
AST-0663,Signal Section 663,Signal,S&T,COR-007,22.3,2004-05-21,Fair,10,0.433,20.7779,73.5988,1
AST-0664,Bridge Section 664,Bridge,Engineering,COR-005,8.7,2017-12-23,Good,10,0.347,26.3139,86.1985,1
AST-0665,Track Section 665,Track,Engineering,COR-002,6.5,2020-03-05,Good,6,0.0,28.5759,75.5703,0
AST-0666,OHE Section 666,OHE,Traction Distribution,COR-002,9.6,2017-01-28,Good,6,0.251,22.0266,73.0289,0
AST-0667,OHE Section 667,OHE,Traction Distribution,COR-009,4.6,2022-01-28,Good,6,0.164,28.8616,81.6633,2
AST-0668,Track Section 668,Track,Engineering,COR-010,9.1,2017-07-30,Good,7,0.252,22.7838,73.8326,0
AST-0669,Signal Section 669,Signal,S&T,COR-008,6.9,2019-10-11,Good,9,0.141,20.9972,74.0322,1
AST-0670,Track Section 670,Track,Engineering,COR-002,40.0,1986-09-12,Warning,9,0.705,20.1229,85.306,2
AST-0671,Track Section 671,Track,Engineering,COR-009,1.6,2025-01-26,Good,8,0.347,26.8496,80.3658,1
AST-0672,Track Section 672,Track,Engineering,COR-007,5.2,2021-06-22,Good,8,0.216,24.5483,76.3641,0
AST-0673,Track Section 673,Track,Engineering,COR-006,6.5,2020-03-05,Good,8,0.301,22.0713,78.078,1
AST-0674,Track Section 674,Track,Engineering,COR-002,4.7,2021-12-22,Good,8,0.18,25.0845,84.1679,2
AST-0675,Track Section 675,Track,Engineering,COR-010,14.0,2012-09-05,Fair,7,0.496,22.321,73.5617,2
AST-0676,OHE Section 676,OHE,Traction Distribution,COR-005,5.9,2020-10-10,Good,8,0.258,23.4836,74.3637,2
AST-0677,OHE Section 677,OHE,Traction Distribution,COR-001,2.8,2023-11-16,Good,7,0.198,27.6266,82.3602,2
AST-0678,OHE Section 678,OHE,Traction Distribution,COR-003,11.2,2015-06-25,Good,6,0.154,25.6817,82.2115,1
AST-0679,Track Section 679,Track,Engineering,COR-005,8.4,2018-04-11,Good,10,0.35,26.624,88.0594,1
AST-0680,Bridge Section 680,Bridge,Engineering,COR-001,6.1,2020-07-29,Good,10,0.213,24.8349,78.4928,1
AST-0681,Signal Section 681,Signal,S&T,COR-004,25.3,2001-05-22,Warning,10,0.654,28.914,73.5412,2
AST-0682,Track Section 682,Track,Engineering,COR-005,14.4,2012-04-12,Warning,8,0.714,21.4141,81.1006,5
AST-0683,Track Section 683,Track,Engineering,COR-010,13.3,2013-05-19,Good,7,0.297,21.6229,82.7135,3
AST-0684,OHE Section 684,OHE,Traction Distribution,COR-001,14.6,2012-01-30,Good,6,0.291,19.9256,74.7336,1
AST-0685,Track Section 685,Track,Engineering,COR-006,14.1,2012-07-31,Warning,9,0.712,24.5402,81.3458,2
AST-0686,Signal Section 686,Signal,S&T,COR-010,8.7,2017-12-23,Good,8,0.128,25.1336,75.6643,0
AST-0687,Station Equipment Section 687,Station Equipment,S&T,COR-009,5.9,2020-10-10,Good,4,0.091,26.2596,86.0157,1
AST-0688,Track Section 688,Track,Engineering,COR-010,11.4,2015-04-12,Good,7,0.004,22.3545,85.8626,0
AST-0689,Track Section 689,Track,Engineering,COR-002,8.6,2018-01-28,Fair,7,0.364,19.1226,79.3741,1
AST-0690,Station Equipment Section 690,Station Equipment,S&T,COR-009,1.6,2025-01-26,Good,4,0.216,25.3223,87.9679,2
