taskId,assetId,assetType,department,corridorId,defectSeverity,assetCriticality,historicalFailures,overdueDays,trainTraffic,safetyRisk,expectedDegradation,assetAgeYears,priorityScore,failureRisk,riskLevel,recommendedDeadline,status,estimatedDurationMinutes
MT-00385,AST-0161,Track,Engineering,COR-002,7.0,7,0,9,26,5.7,0.188,1.9,55,0.546,Medium,2026-09-18,pending,225
MT-00386,AST-0255,Signal,S&T,COR-003,7.1,8,3,6,32,7.2,0.283,14.0,57,0.572,Medium,2026-09-14,pending,150
MT-00387,AST-0750,Station Equipment,S&T,COR-004,5.8,5,1,16,48,6.2,0.288,3.0,53,0.528,Low,2026-09-21,pending,60
MT-00388,AST-0708,OHE,Traction Distribution,COR-003,7.2,7,1,9,32,6.9,0.308,7.7,59,0.588,Medium,2026-09-13,completed,150
MT-00389,AST-0029,Bridge,Engineering,COR-010,1.7,9,0,0,20,6.2,0.15,13.8,32,0.316,Low,2026-10-05,pending,210
MT-00390,AST-0694,Bridge,Engineering,COR-006,7.2,10,0,4,73,9.0,0.474,11.4,75,0.745,Critical,2026-09-09,completed,45
MT-00391,AST-0080,Signal,S&T,COR-004,8.6,9,3,12,48,6.9,0.545,26.4,68,0.684,High,2026-09-10,in_progress,225
MT-00392,AST-0430,Track,Engineering,COR-002,4.7,7,0,6,26,5.8,0.369,23.5,46,0.458,Low,2026-09-21,pending,45
MT-00393,AST-0615,Track,Engineering,COR-001,10.0,8,4,20,45,9.0,0.476,15.8,76,0.758,Critical,2026-09-10,pending,45
MT-00394,AST-0330,OHE,Traction Distribution,COR-003,5.9,7,1,4,32,5.4,0.407,6.2,53,0.526,Low,2026-09-19,pending,105
MT-00395,AST-0042,Signal,S&T,COR-007,2.6,9,2,9,45,4.7,0.345,23.8,53,0.53,Low,2026-09-13,completed,60
MT-00396,AST-0293,Track,Engineering,COR-001,6.7,9,2,2,45,7.7,0.347,11.0,45,0.445,Low,2026-09-15,overdue,210
MT-00397,AST-0425,Track,Engineering,COR-010,3.3,7,0,6,20,3.3,0.064,5.1,37,0.375,Low,2026-10-01,completed,150
MT-00398,AST-0781,Signal,S&T,COR-006,7.3,9,0,3,73,6.3,0.357,6.0,53,0.531,Low,2026-09-16,completed,75
MT-00399,AST-0355,OHE,Traction Distribution,COR-002,7.6,7,0,3,26,5.9,0.589,30.2,52,0.523,Low,2026-09-13,completed,30
MT-00400,AST-0677,OHE,Traction Distribution,COR-001,4.0,7,2,7,45,5.6,0.204,2.8,47,0.469,Low,2026-09-13,completed,75
MT-00401,AST-0710,Signal,S&T,COR-010,7.1,9,2,14,20,7.6,0.197,3.4,61,0.609,Medium,2026-09-16,in_progress,30
MT-00402,AST-0060,Signal,S&T,COR-004,8.0,9,5,3,48,8.7,0.487,16.4,68,0.677,High,2026-09-10,completed,225
MT-00403,AST-0336,OHE,Traction Distribution,COR-007,4.8,7,2,0,45,4.5,0.453,29.0,47,0.471,Low,2026-09-21,pending,90
MT-00404,AST-0132,Track,Engineering,COR-010,4.2,8,2,1,20,4.7,0.163,9.2,35,0.347,Low,2026-10-15,pending,75
MT-00405,AST-0166,Signal,S&T,COR-005,8.2,9,5,2,100,8.3,0.665,27.5,69,0.694,High,2026-09-08,completed,135
MT-00406,AST-0371,Track,Engineering,COR-004,5.0,8,2,13,48,5.2,0.274,5.5,56,0.563,Medium,2026-09-21,completed,135
MT-00407,AST-0087,Signal,S&T,COR-005,6.8,9,5,14,100,6.6,0.682,5.7,70,0.697,High,2026-09-08,pending,120
MT-00408,AST-0687,Station Equipment,S&T,COR-009,4.5,4,1,1,26,1.9,0.128,5.9,25,0.248,Low,2026-10-04,overdue,60
MT-00409,AST-0015,Signal,S&T,COR-008,4.8,10,3,20,69,7.2,0.508,13.6,78,0.785,Critical,2026-09-07,pending,30
MT-00410,AST-0660,Signal,S&T,COR-001,2.2,8,2,9,45,6.4,0.41,10.0,43,0.434,Low,2026-09-18,completed,30
MT-00411,AST-0179,Track,Engineering,COR-006,7.1,8,5,25,73,5.8,0.529,14.8,71,0.707,High,2026-09-07,overdue,195
MT-00412,AST-0365,Track,Engineering,COR-002,1.0,7,0,1,26,4.9,0.044,7.0,26,0.263,Low,2026-10-04,pending,180
MT-00413,AST-0294,Track,Engineering,COR-006,4.6,9,2,8,73,6.3,0.46,12.4,72,0.718,High,2026-09-11,overdue,60
MT-00414,AST-0314,Track,Engineering,COR-009,2.9,7,1,5,26,2.9,0.354,16.8,35,0.354,Low,2026-10-06,completed,105
MT-00415,AST-0495,Track,Engineering,COR-001,1.8,8,1,2,45,3.8,0.161,6.9,34,0.34,Low,2026-09-30,completed,120
MT-00416,AST-0344,OHE,Traction Distribution,COR-005,6.2,8,0,1,100,5.5,0.316,3.1,52,0.521,Low,2026-09-19,overdue,105
MT-00417,AST-0582,Track,Engineering,COR-002,4.0,7,0,3,26,4.8,0.047,1.3,38,0.379,Low,2026-10-10,completed,225
MT-00418,AST-0729,Track,Engineering,COR-004,5.6,7,1,2,48,6.2,0.42,29.9,51,0.515,Low,2026-09-18,in_progress,225
MT-00419,AST-0268,OHE,Traction Distribution,COR-010,3.5,7,0,9,20,6.7,0.374,13.7,44,0.439,Low,2026-09-12,completed,105
MT-00420,AST-0539,Bridge,Engineering,COR-004,5.1,10,1,28,48,5.6,0.47,21.2,73,0.727,High,2026-09-07,pending,105
MT-00421,AST-0502,Station Equipment,S&T,COR-004,6.4,5,3,9,48,4.6,0.395,14.5,53,0.528,Low,2026-09-13,pending,210
MT-00422,AST-0291,Bridge,Engineering,COR-007,5.4,10,2,0,45,6.3,0.231,2.3,55,0.553,Medium,2026-09-22,pending,60
MT-00423,AST-0593,Track,Engineering,COR-007,5.9,8,2,2,45,5.1,0.0,9.4,44,0.439,Low,2026-09-15,pending,105
MT-00424,AST-0196,Track,Engineering,COR-003,6.9,7,0,2,32,6.4,0.343,6.7,51,0.514,Low,2026-09-17,completed,135
MT-00425,AST-0517,Bridge,Engineering,COR-008,6.2,10,1,9,69,7.5,0.535,17.7,69,0.692,High,2026-09-11,overdue,180
MT-00426,AST-0617,Signal,S&T,COR-003,1.9,9,0,12,32,3.4,0.175,17.4,52,0.521,Low,2026-09-22,overdue,180
MT-00427,AST-0136,Track,Engineering,COR-007,4.5,8,1,21,45,5.8,0.386,11.5,61,0.609,Medium,2026-09-14,pending,45
MT-00428,AST-0235,OHE,Traction Distribution,COR-002,4.7,6,0,5,26,3.7,0.276,4.2,40,0.404,Low,2026-09-21,in_progress,90
MT-00429,AST-0625,Signal,S&T,COR-003,4.2,8,3,3,32,5.7,0.364,26.0,44,0.441,Low,2026-09-19,in_progress,225
MT-00430,AST-0259,Station Equipment,S&T,COR-002,2.7,4,0,3,26,4.3,0.124,10.2,27,0.265,Low,2026-10-07,pending,30
MT-00431,AST-0073,Track,Engineering,COR-005,6.1,10,0,3,100,7.9,0.352,4.7,69,0.686,High,2026-09-07,in_progress,195
MT-00432,AST-0517,Bridge,Engineering,COR-008,10.0,10,1,3,69,9.2,0.475,17.7,79,0.793,Critical,2026-09-10,pending,240
MT-00433,AST-0513,Track,Engineering,COR-003,5.9,7,2,4,32,5.3,0.41,40.0,46,0.456,Low,2026-09-18,overdue,30
MT-00434,AST-0693,Bridge,Engineering,COR-005,7.7,10,3,0,100,8.1,0.771,19.2,74,0.738,High,2026-09-08,pending,90
MT-00435,AST-0626,OHE,Traction Distribution,COR-009,3.6,7,3,6,26,5.5,0.391,10.6,46,0.461,Low,2026-09-18,completed,195
MT-00436,AST-0533,Track,Engineering,COR-002,7.2,7,1,13,26,6.8,0.293,14.5,61,0.609,Medium,2026-09-14,completed,210
MT-00437,AST-0637,Signal,S&T,COR-009,7.3,7,1,21,26,6.3,0.417,13.0,54,0.544,Medium,2026-09-18,completed,60
MT-00438,AST-0478,Signal,S&T,COR-004,5.9,9,2,2,48,7.1,0.105,11.3,48,0.478,Low,2026-09-13,pending,75
MT-00439,AST-0544,Bridge,Engineering,COR-010,7.8,9,2,2,20,6.3,0.291,6.1,47,0.468,Low,2026-09-15,pending,60
MT-00440,AST-0369,OHE,Traction Distribution,COR-002,4.3,6,0,2,26,4.0,0.162,12.6,36,0.357,Low,2026-10-04,overdue,30
MT-00441,AST-0562,OHE,Traction Distribution,COR-004,5.2,7,2,5,48,6.3,0.329,4.5,47,0.468,Low,2026-09-13,pending,30
MT-00442,AST-0369,OHE,Traction Distribution,COR-002,7.8,6,0,3,26,7.0,0.154,12.6,47,0.465,Low,2026-09-22,pending,195
MT-00443,AST-0235,OHE,Traction Distribution,COR-002,5.9,6,0,1,26,5.5,0.268,4.2,36,0.357,Low,2026-10-14,overdue,195
MT-00444,AST-0151,Signal,S&T,COR-001,2.1,9,0,3,45,6.8,0.262,12.2,44,0.441,Low,2026-09-17,completed,225
MT-00445,AST-0671,Track,Engineering,COR-009,6.5,8,1,9,26,7.1,0.337,1.6,52,0.523,Low,2026-09-18,completed,210
MT-00446,AST-0115,OHE,Traction Distribution,COR-002,4.1,6,2,1,26,4.4,0.105,8.9,38,0.378,Low,2026-09-29,pending,225
MT-00447,AST-0163,Signal,S&T,COR-002,7.0,8,1,2,26,5.6,0.331,10.6,52,0.525,Low,2026-09-14,in_progress,90
MT-00448,AST-0085,OHE,Traction Distribution,COR-010,5.2,6,0,4,20,6.5,0.119,11.0,43,0.43,Low,2026-09-22,completed,105
MT-00449,AST-0080,Signal,S&T,COR-004,4.1,9,3,18,48,6.9,0.566,26.4,63,0.634,Medium,2026-09-16,pending,60
MT-00450,AST-0405,Station Equipment,S&T,COR-005,7.7,6,3,6,100,7.9,0.614,18.7,59,0.588,Medium,2026-09-22,pending,195
MT-00451,AST-0402,Track,Engineering,COR-006,7.0,8,4,1,73,9.0,0.539,24.8,61,0.613,Medium,2026-09-12,pending,150
MT-00452,AST-0395,OHE,Traction Distribution,COR-009,6.1,7,1,1,26,4.7,0.275,11.8,39,0.391,Low,2026-09-25,completed,90
MT-00453,AST-0001,Signal,S&T,COR-004,7.6,9,2,5,48,6.3,0.533,12.3,64,0.643,Medium,2026-09-17,pending,135
MT-00454,AST-0227,Track,Engineering,COR-007,8.6,8,1,27,45,4.6,0.537,12.8,73,0.733,High,2026-09-10,completed,210
MT-00455,AST-0676,OHE,Traction Distribution,COR-005,6.0,8,2,16,100,7.3,0.267,5.9,72,0.723,High,2026-09-08,pending,30
MT-00456,AST-0120,Track,Engineering,COR-009,4.6,7,0,4,26,6.0,0.145,3.8,50,0.496,Low,2026-09-21,pending,225
MT-00457,AST-0119,OHE,Traction Distribution,COR-009,7.3,6,1,8,26,6.0,0.264,12.8,49,0.494,Low,2026-09-13,overdue,90
MT-00458,AST-0157,Bridge,Engineering,COR-001,9.0,10,3,4,45,7.4,0.253,7.6,62,0.621,Medium,2026-09-21,overdue,240
MT-00459,AST-0426,OHE,Traction Distribution,COR-004,6.9,8,1,10,48,6.7,0.278,12.0,66,0.665,High,2026-09-08,completed,60
MT-00460,AST-0174,Station Equipment,S&T,COR-008,5.6,5,1,1,69,4.9,0.375,7.2,46,0.462,Low,2026-09-15,overdue,195
MT-00461,AST-0445,Track,Engineering,COR-005,5.2,9,0,10,100,7.4,0.085,9.0,64,0.644,Medium,2026-09-19,pending,30
MT-00462,AST-0215,OHE,Traction Distribution,COR-005,8.5,9,1,4,100,8.2,0.833,32.6,87,0.872,Critical,2026-09-05,in_progress,75
MT-00463,AST-0088,OHE,Traction Distribution,COR-009,5.9,7,1,12,26,6.5,0.329,14.1,58,0.585,Medium,2026-09-22,pending,240
MT-00464,AST-0477,OHE,Traction Distribution,COR-001,7.9,7,1,5,45,6.5,0.0,0.8,52,0.523,Low,2026-09-12,in_progress,210
MT-00465,AST-0244,OHE,Traction Distribution,COR-004,4.9,7,1,3,48,6.6,0.384,25.6,46,0.464,Low,2026-09-19,completed,90
MT-00466,AST-0377,Signal,S&T,COR-002,7.6,7,0,4,26,7.2,0.473,10.7,62,0.624,Medium,2026-09-15,completed,120
MT-00467,AST-0012,Signal,S&T,COR-004,5.3,10,4,5,48,5.9,0.332,22.6,58,0.58,Medium,2026-09-17,pending,30
MT-00468,AST-0407,Track,Engineering,COR-006,3.1,9,3,5,73,7.1,0.368,10.7,56,0.561,Medium,2026-09-17,pending,60
MT-00469,AST-0094,Track,Engineering,COR-010,4.0,8,0,10,20,6.8,0.048,2.7,52,0.518,Low,2026-09-20,overdue,45
MT-00470,AST-0360,Signal,S&T,COR-005,5.6,10,1,9,100,7.7,0.386,5.4,76,0.763,Critical,2026-09-08,in_progress,150
MT-00471,AST-0311,Bridge,Engineering,COR-005,7.9,10,2,2,100,8.4,0.548,21.3,76,0.763,Critical,2026-09-07,pending,165
MT-00472,AST-0683,Track,Engineering,COR-010,5.6,7,3,17,20,7.4,0.317,13.3,62,0.622,Medium,2026-09-17,pending,240
MT-00473,AST-0763,Signal,S&T,COR-003,2.4,9,0,2,32,3.8,0.012,9.5,38,0.384,Low,2026-10-09,pending,105
MT-00474,AST-0393,Track,Engineering,COR-003,8.1,9,2,1,32,9.0,0.344,9.6,63,0.627,Medium,2026-09-21,pending,165
MT-00475,AST-0679,Track,Engineering,COR-005,7.5,10,1,1,100,7.5,0.323,8.4,64,0.638,Medium,2026-09-12,pending,60
MT-00476,AST-0091,Bridge,Engineering,COR-002,7.5,9,4,2,26,8.6,0.234,1.9,66,0.659,High,2026-09-09,in_progress,135
MT-00477,AST-0146,Track,Engineering,COR-006,6.5,8,1,0,73,6.7,0.404,19.1,50,0.499,Low,2026-09-12,in_progress,225
MT-00478,AST-0145,Track,Engineering,COR-010,3.9,6,0,2,20,3.3,0.015,2.3,33,0.325,Low,2026-10-07,in_progress,135
MT-00479,AST-0584,OHE,Traction Distribution,COR-008,9.2,7,4,0,69,6.7,0.815,30.9,58,0.577,Medium,2026-09-18,pending,45
MT-00480,AST-0631,Signal,S&T,COR-005,5.9,10,3,3,100,8.4,0.543,15.9,70,0.696,High,2026-09-11,pending,240
MT-00481,AST-0057,OHE,Traction Distribution,COR-006,5.1,8,1,3,73,5.8,0.133,2.9,49,0.486,Low,2026-09-14,pending,105
MT-00482,AST-0246,Track,Engineering,COR-009,6.0,7,1,4,26,5.3,0.439,4.5,49,0.494,Low,2026-09-20,completed,120
MT-00483,AST-0773,Bridge,Engineering,COR-001,3.9,10,2,15,45,5.9,0.549,27.2,65,0.648,High,2026-09-10,completed,45
MT-00484,AST-0767,OHE,Traction Distribution,COR-010,6.0,6,1,0,20,6.0,0.42,16.8,38,0.379,Low,2026-10-08,pending,240
MT-00485,AST-0175,Bridge,Engineering,COR-005,5.4,10,0,8,100,8.9,0.475,2.6,73,0.735,High,2026-09-09,in_progress,180
MT-00486,AST-0068,Station Equipment,S&T,COR-001,4.5,5,2,0,45,2.2,0.144,8.8,38,0.384,Low,2026-10-06,completed,165
MT-00487,AST-0241,Track,Engineering,COR-007,6.7,9,3,13,45,10.0,0.355,29.2,64,0.639,Medium,2026-09-12,in_progress,45
MT-00488,AST-0728,Track,Engineering,COR-008,7.6,8,2,1,69,7.2,0.372,5.9,55,0.552,Medium,2026-09-20,completed,165
MT-00489,AST-0797,Signal,S&T,COR-005,5.0,9,3,6,100,7.1,0.509,6.7,71,0.709,High,2026-09-08,overdue,30
MT-00490,AST-0685,Track,Engineering,COR-006,7.0,9,2,14,73,6.9,0.719,14.1,75,0.754,Critical,2026-09-06,pending,135
MT-00491,AST-0293,Track,Engineering,COR-001,4.9,9,2,13,45,6.5,0.4,11.0,62,0.622,Medium,2026-09-18,in_progress,30
MT-00492,AST-0032,Track,Engineering,COR-003,3.6,7,0,8,32,5.1,0.104,5.7,49,0.487,Low,2026-09-22,in_progress,150
MT-00493,AST-0305,Bridge,Engineering,COR-009,4.5,9,2,4,26,5.3,0.334,11.4,44,0.442,Low,2026-09-19,in_progress,180
MT-00494,AST-0553,Signal,S&T,COR-003,3.7,9,0,7,32,5.2,0.066,5.6,44,0.441,Low,2026-09-14,pending,105
MT-00495,AST-0635,Station Equipment,S&T,COR-002,6.6,5,1,11,26,6.3,0.302,24.4,49,0.487,Low,2026-09-20,completed,120
MT-00496,AST-0188,Signal,S&T,COR-001,7.1,9,1,23,45,5.8,0.471,9.6,68,0.677,High,2026-09-11,pending,210
MT-00497,AST-0256,Signal,S&T,COR-010,2.6,8,0,4,20,5.5,0.12,7.5,46,0.456,Low,2026-09-15,completed,165
MT-00498,AST-0321,Track,Engineering,COR-010,7.4,7,0,7,20,6.1,0.224,1.1,44,0.44,Low,2026-09-17,completed,120
MT-00499,AST-0029,Bridge,Engineering,COR-010,6.3,9,0,2,20,6.1,0.249,13.8,44,0.436,Low,2026-09-21,pending,165
MT-00500,AST-0008,Track,Engineering,COR-005,3.8,9,1,2,100,8.0,0.236,4.6,51,0.513,Low,2026-09-13,overdue,60
MT-00501,AST-0556,Track,Engineering,COR-001,9.3,7,2,0,45,6.3,0.649,26.9,66,0.656,High,2026-09-08,completed,45
MT-00502,AST-0347,Signal,S&T,COR-005,7.9,10,1,6,100,7.0,0.685,13.5,74,0.738,High,2026-09-08,in_progress,150
MT-00503,AST-0134,Bridge,Engineering,COR-001,4.8,10,2,4,45,6.7,0.192,3.8,52,0.524,Low,2026-09-12,overdue,135
MT-00504,AST-0333,Track,Engineering,COR-005,6.9,8,2,2,100,6.0,0.519,9.6,55,0.551,Medium,2026-09-13,completed,210
MT-00505,AST-0214,Track,Engineering,COR-004,5.0,8,1,0,48,6.0,0.257,2.9,45,0.451,Low,2026-09-18,pending,195
MT-00506,AST-0602,Track,Engineering,COR-008,6.3,8,0,4,69,6.7,0.34,11.2,63,0.628,Medium,2026-09-14,in_progress,165
MT-00507,AST-0693,Bridge,Engineering,COR-005,8.0,10,3,10,100,8.4,0.748,19.2,85,0.846,Critical,2026-09-03,in_progress,120
MT-00508,AST-0090,Track,Engineering,COR-002,4.8,7,2,29,26,5.3,0.248,3.1,54,0.545,Medium,2026-09-15,completed,150
MT-00509,AST-0379,Bridge,Engineering,COR-005,2.1,10,1,8,100,5.1,0.265,6.4,50,0.499,Low,2026-09-13,overdue,75
MT-00510,AST-0022,Signal,S&T,COR-002,6.1,10,2,0,26,8.1,0.231,2.4,51,0.512,Low,2026-09-19,in_progress,210
MT-00511,AST-0615,Track,Engineering,COR-001,6.1,8,4,6,45,6.3,0.613,15.8,60,0.6,Medium,2026-09-14,pending,75
MT-00512,AST-0108,Track,Engineering,COR-001,7.1,9,2,0,45,6.8,0.43,14.5,51,0.51,Low,2026-09-19,in_progress,30
MT-00513,AST-0377,Signal,S&T,COR-002,6.5,7,0,2,26,7.6,0.349,10.7,54,0.537,Medium,2026-09-21,completed,135
MT-00514,AST-0166,Signal,S&T,COR-005,6.8,9,5,4,100,7.1,0.631,27.5,74,0.745,High,2026-09-08,pending,225
MT-00515,AST-0794,Track,Engineering,COR-002,7.1,7,2,6,26,7.4,0.368,10.9,53,0.53,Low,2026-09-22,pending,225
MT-00516,AST-0383,OHE,Traction Distribution,COR-010,6.3,6,3,12,20,6.7,0.4,19.4,58,0.584,Medium,2026-09-14,pending,195
MT-00517,AST-0581,Bridge,Engineering,COR-006,5.1,10,3,3,73,8.3,0.163,4.8,59,0.593,Medium,2026-09-22,completed,60
MT-00518,AST-0414,Signal,S&T,COR-001,5.8,9,0,4,45,7.5,0.472,11.0,65,0.646,High,2026-09-07,pending,120
MT-00519,AST-0151,Signal,S&T,COR-001,8.3,9,0,5,45,7.8,0.302,12.2,74,0.74,High,2026-09-07,pending,240
MT-00520,AST-0033,OHE,Traction Distribution,COR-009,3.7,7,1,1,26,4.9,0.157,9.5,31,0.311,Low,2026-10-16,pending,195
MT-00521,AST-0471,Signal,S&T,COR-001,5.0,9,1,2,45,6.3,0.298,9.9,55,0.549,Medium,2026-09-17,in_progress,45
MT-00522,AST-0739,OHE,Traction Distribution,COR-007,3.4,7,3,6,45,2.7,0.21,9.8,47,0.472,Low,2026-09-20,pending,45
MT-00523,AST-0011,Track,Engineering,COR-009,5.7,8,1,1,26,7.0,0.129,0.6,41,0.411,Low,2026-09-20,pending,120
MT-00524,AST-0334,Station Equipment,S&T,COR-007,5.2,4,5,0,45,4.3,0.396,17.5,34,0.345,Low,2026-10-03,completed,240
MT-00525,AST-0676,OHE,Traction Distribution,COR-005,4.5,8,2,2,100,6.6,0.229,5.9,52,0.524,Low,2026-09-15,pending,105
MT-00526,AST-0551,OHE,Traction Distribution,COR-007,3.2,8,0,1,45,5.2,0.0,2.1,38,0.381,Low,2026-10-04,pending,60
MT-00527,AST-0360,Signal,S&T,COR-005,6.6,10,1,2,100,8.3,0.475,5.4,68,0.678,High,2026-09-08,in_progress,150
MT-00528,AST-0625,Signal,S&T,COR-003,3.5,8,3,0,32,4.0,0.251,26.0,37,0.366,Low,2026-10-02,pending,165
MT-00529,AST-0465,Track,Engineering,COR-006,1.8,8,3,20,73,3.6,0.296,10.0,58,0.576,Medium,2026-09-14,pending,240
MT-00530,AST-0513,Track,Engineering,COR-003,7.4,7,2,2,32,4.0,0.521,40.0,40,0.401,Low,2026-09-22,pending,225
MT-00531,AST-0083,Track,Engineering,COR-002,3.0,8,3,8,26,5.1,0.471,7.6,43,0.43,Low,2026-09-18,pending,210
MT-00532,AST-0775,Track,Engineering,COR-010,6.2,7,1,2,20,5.2,0.278,4.9,48,0.476,Low,2026-09-20,in_progress,105
MT-00533,AST-0259,Station Equipment,S&T,COR-002,6.9,4,0,9,26,3.9,0.068,10.2,45,0.452,Low,2026-09-19,overdue,165
MT-00534,AST-0015,Signal,S&T,COR-008,6.2,10,3,1,69,7.8,0.532,13.6,58,0.579,Medium,2026-09-15,pending,165
MT-00535,AST-0687,Station Equipment,S&T,COR-009,6.5,4,1,9,26,4.2,0.127,5.9,46,0.456,Low,2026-09-15,in_progress,105
MT-00536,AST-0323,OHE,Traction Distribution,COR-009,5.2,7,1,0,26,4.1,0.245,4.8,45,0.452,Low,2026-09-22,overdue,30
MT-00537,AST-0288,OHE,Traction Distribution,COR-006,8.5,7,2,14,73,9.4,0.407,3.7,74,0.743,High,2026-09-06,in_progress,75
MT-00538,AST-0078,OHE,Traction Distribution,COR-009,5.5,8,0,11,26,6.2,0.454,25.3,52,0.521,Low,2026-09-15,completed,165
MT-00539,AST-0477,OHE,Traction Distribution,COR-001,1.0,7,1,3,45,2.8,0.096,0.8,36,0.357,Low,2026-10-10,in_progress,105
MT-00540,AST-0170,Station Equipment,S&T,COR-007,5.7,5,2,8,45,4.1,0.336,20.8,56,0.559,Medium,2026-09-18,completed,240
MT-00541,AST-0155,Signal,S&T,COR-003,8.9,8,2,1,32,7.4,0.404,24.2,53,0.534,Low,2026-09-18,overdue,105
MT-00542,AST-0616,Signal,S&T,COR-004,6.7,10,2,6,48,7.5,0.378,13.6,64,0.643,Medium,2026-09-12,pending,180
MT-00543,AST-0787,Track,Engineering,COR-007,5.2,7,1,14,45,6.9,0.31,21.4,64,0.637,Medium,2026-09-14,overdue,195
MT-00544,AST-0341,Track,Engineering,COR-003,5.6,8,1,21,32,6.2,0.283,8.5,61,0.609,Medium,2026-09-18,in_progress,90
MT-00545,AST-0536,Signal,S&T,COR-002,5.9,9,0,0,26,8.7,0.17,2.5,42,0.418,Low,2026-09-15,completed,30
MT-00546,AST-0696,OHE,Traction Distribution,COR-003,3.9,6,0,3,32,4.1,0.009,4.0,37,0.371,Low,2026-10-04,in_progress,135
MT-00547,AST-0349,Signal,S&T,COR-003,10.0,9,3,3,32,8.9,0.604,37.5,64,0.642,Medium,2026-09-22,pending,90
MT-00548,AST-0506,Signal,S&T,COR-006,5.8,10,2,3,73,8.3,0.581,21.4,60,0.6,Medium,2026-09-19,pending,195
MT-00549,AST-0720,Signal,S&T,COR-005,8.7,10,0,4,100,9.7,0.555,17.0,71,0.708,High,2026-09-09,overdue,195
MT-00550,AST-0770,Track,Engineering,COR-002,6.6,8,1,5,26,8.0,0.316,19.5,62,0.618,Medium,2026-09-14,completed,195
MT-00551,AST-0793,Station Equipment,S&T,COR-008,3.7,6,1,14,69,4.2,0.142,3.6,46,0.458,Low,2026-09-18,completed,90
MT-00552,AST-0616,Signal,S&T,COR-004,5.2,10,2,1,48,7.1,0.492,13.6,58,0.582,Medium,2026-09-22,pending,120
MT-00553,AST-0555,Signal,S&T,COR-008,8.0,9,1,9,69,5.2,0.469,1.7,71,0.707,High,2026-09-09,pending,75
MT-00554,AST-0048,Track,Engineering,COR-009,6.5,8,1,0,26,6.4,0.5,25.8,51,0.51,Low,2026-09-20,pending,105
MT-00555,AST-0428,Signal,S&T,COR-003,5.5,8,0,4,32,7.3,0.18,16.2,52,0.521,Low,2026-09-22,pending,210
MT-00556,AST-0597,Station Equipment,S&T,COR-001,3.9,6,4,1,45,5.5,0.607,22.4,46,0.459,Low,2026-09-21,in_progress,75
MT-00557,AST-0201,Signal,S&T,COR-010,7.0,10,3,6,20,7.7,0.368,13.7,62,0.617,Medium,2026-09-15,overdue,225
MT-00558,AST-0344,OHE,Traction Distribution,COR-005,5.9,8,0,7,100,8.1,0.356,3.1,63,0.634,Medium,2026-09-15,completed,240
MT-00559,AST-0687,Station Equipment,S&T,COR-009,4.4,4,1,2,26,3.4,0.122,5.9,26,0.261,Low,2026-09-29,in_progress,60
MT-00560,AST-0382,Signal,S&T,COR-009,5.2,8,0,2,26,5.4,0.15,8.1,43,0.431,Low,2026-09-20,pending,120
MT-00561,AST-0540,Track,Engineering,COR-002,3.3,7,0,2,26,4.4,0.011,1.5,34,0.336,Low,2026-10-02,completed,135
MT-00562,AST-0292,Track,Engineering,COR-006,5.7,9,4,4,73,5.7,0.494,25.1,62,0.621,Medium,2026-09-21,completed,75
MT-00563,AST-0207,Track,Engineering,COR-004,5.1,8,2,10,48,6.7,0.166,12.3,61,0.615,Medium,2026-09-20,completed,210
MT-00564,AST-0151,Signal,S&T,COR-001,4.9,9,0,7,45,6.7,0.381,12.2,59,0.591,Medium,2026-09-19,in_progress,45
MT-00565,AST-0629,Track,Engineering,COR-003,8.4,7,0,4,32,7.5,0.165,13.9,51,0.511,Low,2026-09-13,pending,195
MT-00566,AST-0602,Track,Engineering,COR-008,6.9,8,0,5,69,6.3,0.344,11.2,49,0.493,Low,2026-09-19,pending,165
MT-00567,AST-0118,Bridge,Engineering,COR-002,3.4,10,0,2,26,6.3,0.21,15.6,42,0.42,Low,2026-09-14,overdue,225
MT-00568,AST-0702,Bridge,Engineering,COR-008,8.2,10,2,1,69,6.1,0.251,3.9,55,0.548,Medium,2026-09-18,completed,60
MT-00569,AST-0794,Track,Engineering,COR-002,4.8,7,2,1,26,5.8,0.331,10.9,39,0.389,Low,2026-09-28,overdue,30
MT-00570,AST-0543,OHE,Traction Distribution,COR-010,5.3,5,1,4,20,4.7,0.124,7.3,39,0.388,Low,2026-09-24,pending,135
MT-00571,AST-0107,Track,Engineering,COR-007,7.6,8,3,1,45,5.9,0.472,13.0,56,0.556,Medium,2026-09-19,in_progress,240
MT-00572,AST-0589,OHE,Traction Distribution,COR-004,2.8,7,3,16,48,4.5,0.365,12.1,60,0.604,Medium,2026-09-16,pending,60
MT-00573,AST-0442,OHE,Traction Distribution,COR-010,5.6,7,0,10,20,5.5,0.447,16.7,55,0.55,Medium,2026-09-19,overdue,195
MT-00574,AST-0762,Track,Engineering,COR-006,4.8,10,0,8,73,8.7,0.379,4.5,77,0.766,Critical,2026-09-08,pending,165
MT-00575,AST-0249,Track,Engineering,COR-002,5.7,7,1,7,26,4.7,0.298,19.9,52,0.518,Low,2026-09-16,completed,120
MT-00576,AST-0444,OHE,Traction Distribution,COR-010,5.5,6,0,0,20,5.5,0.164,11.6,43,0.431,Low,2026-09-12,pending,165
